Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Due Date,Project Type,Project Periodicity,Note Plateforme,funded
BALDUYCKPIZZ,25000.0,pretup,8.5,Clos,794925255,18/07/2018,amortizing,monthly,C,
MIC-MAC PATISSERIE,70000.0,credit.fr,7.8,Clos,513310003,18/07/2018,amortizing,monthly,C,
Bold - 2,100000.0,bolden,5.8,Clos,835143751,01/08/2018,amortizing,monthly,A,
Aramo Gestión SL,80000.0,lendix,5.65,Clos,B74277088,23/07/2018,amortizing,monthly,B,
Verywell,200000.0,lendix,5.95,Clos,499393452,16/07/2018,amortizing,monthly,B,
Editions 21,75000.0,lendopolis,6.0,Clos,431399997,24/07/2018,amortizing,monthly,B,
Nexyad,130000.0,bolden,7.0,Clos,400081543,31/07/2018,amortizing,monthly,B,
SOCIETE TELEPHONIQUE CEVENOLE PROVENCALE,25000.0,credit.fr,7.8,Clos,326206000,13/07/2018,amortizing,monthly,C,
SARRAF ANNE FRANCOISE ALEXIA SYLVIE,60000.0,credit.fr,5.6,Clos,532870391,13/07/2018,amortizing,monthly,B+,
Société Marcel Fleiss,104000.0,lendix,3.4,Clos,542018858,13/07/2018,amortizing,monthly,A,
Repas au Canada,25000.0,prexem,6.5,clos,479579070,12/07/2018,amortizing,monthly,B+,
MICHEL SIMOND DEVELOPPEMENT,200000.0,credit.fr,6.7,Clos,418101267,12/07/2018,amortizing,monthly,B,
C.M.D. Costruzioni Motori Diesel,2000000.0,lendix,4.5,Clos,05913290630,20/07/2018,amortizing,monthly,B+,
TFOCONSEIL,50000.0,pretup,8.75,Clos,804246502,12/07/2018,amortizing,monthly,D,
GRAVIERE  MICHEL,50000.0,credit.fr,6.7,Clos,452865306,12/07/2018,amortizing,monthly,B,
ATELIER ISABELLE LINSKI,20000.0,credit.fr,7.8,Clos,340766070,12/07/2018,amortizing,monthly,C,
A PROPOS DE L'EQUIPE DE CO-DEVELOPPEMENT,70950.0,lendosphere,0.0,Clos,503450462,04/10/2018,amortizing,quarterly,0,
Développement Baïla Pizza France,90000.0,lesentrepreteurs,9.0,Clos,524080629,16/08/2018,amortizing,monthly,D,
Essor,1030000.0,lendix,7.5,Clos,434585774,09/07/2018,amortizing,monthly,B,
SARL DES 2 L,22000.0,pretup,8.5,Clos,492804174,06/07/2018,amortizing,monthly,C,
D2H RESEAU QUALITY AIR,40000.0,credit.fr,7.3,Clos,504186545,06/07/2018,amortizing,monthly,C,
Les Arches Métropole,330000.0,lendopolis,9.0,Clos,452369721,23/07/2018,amortizing,monthly,C,
Commerce de proximité hors alimentaire - Toulouse,85000.0,unilend,5.3,Clos,341699676,09/07/2018,amortizing,monthly,3.5,
M.G. FAURE,35000.0,pretup,8.5,Clos,348385188,04/07/2018,amortizing,monthly,C,
ORTHOS SECURITY & EVENT,50000.0,pretup,8.5,Clos,821057072,04/07/2018,amortizing,monthly,C,
Saint Maur Styles,416000.0,lendix,6.35,Clos,820171171,30/06/2018,delayed,monthly,C,
Commerce de proximité hors alimentaire - Aix-les-Bains,100000.0,unilend,6.8,Clos,453550998,09/07/2018,amortizing,monthly,3.5,
GROUPE S21,75000.0,pretup,8.5,Clos,483154001,01/07/2018,amortizing,monthly,C,
Bolden Specialty Finance - 5,762880.0,bolden,0.0,Clos,,29/06/2018,amortizing,monthly,A,
Troc de l'ile,415000.0,lendix,6.2,Clos,401262944,30/06/2018,amortizing,monthly,C,
BTP / construction - Bonne ,20000.0,unilend,5.8,Clos,810192120,02/07/2018,amortizing,monthly,3.5,
R&B Cardinal,40000.0,bolden,7.6,Clos,489377283,28/06/2018,amortizing,monthly,C,
Filati Biagioli Modesto,500000.0,lendix,5.7,Clos,00509010476,28/06/2018,amortizing,monthly,B,
Synergym Mijas Costa,600000.0,lendix,5.5,Clos,B93325975,29/06/2018,amortizing,monthly,B,
COOLDRIVE,30000.0,credit.fr,7.3,Clos,530434273,27/06/2018,amortizing,monthly,C,
ETABLISSEMENTS BESSIER,154500.0,credit.fr,6.7,Clos,320878481,27/06/2018,amortizing,monthly,B,
B.Y.S.,154500.0,credit.fr,6.1,Clos,417783628,03/07/2018,amortizing,monthly,B+,
C.O.D. FORMATION,120000.0,credit.fr,6.7,Clos,437996259,27/06/2018,amortizing,monthly,B,
C.M.L. Engineering,400000.0,lendix,6.2,Clos,06702550960,26/06/2018,amortizing,monthly,B,
AOC Médoc II,15000.0,prexem,6.8,clos,505320689,26/06/2018,amortizing,monthly,B+,
VETIBAUD,20000.0,credit.fr,6.8,Clos,752322974,26/06/2018,amortizing,monthly,C,
VELOCITA ENERGIES,200000.0,lendosphere,0.0,Clos,795154418,28/09/2018,amortizing,biannual,0,
A PROPOS DE L'EQUIPE DE CO-DEVELOPPEMENT,50750.0,lendosphere,0.0,Clos,503450462,03/10/2018,amortizing,quarterly,0,
Trofeos y Medallas Deportivas SL,60000.0,lendix,6.75,Clos,B53757027,28/06/2018,amortizing,monthly,B,
Sereema,399970.0,enerfip,6.5,Clos,810683078,14/08/2018,bullet,annual,,
CAP SUD,1800000.0,lendosphere,6.0,Clos,,02/10/2018,bullet,annual,0,
Versaserv,75000.0,lendopolis,6.0,Clos,491118881,20/06/2018,amortizing,monthly,B,
Penser Mieux L'Energie,400000.0,wesharebonds,6.5,Clos,809378052,18/06/2018,bullet,monthly,D,
OLSEN CAROLE,40000.0,credit.fr,7.8,Clos,394927792,19/06/2018,amortizing,monthly,C,
AVENIR ENERGIE,110000.0,credit.fr,6.7,Clos,537442352,19/06/2018,amortizing,monthly,B,
MyWelly,75000.0,prexem,8.8,clos,821347259,19/07/2018,amortizing,monthly,C,
Iléo Conseil,60000.0,lendopolis,6.75,Clos,502152226,18/06/2018,amortizing,monthly,,
PROMOCEAN,515000.0,credit.fr,7.8,Clos,382671014,20/06/2018,amortizing,monthly,C,
Lumière connectée,10000.0,prexem,7.1,clos,819740101,18/06/2018,amortizing,monthly,B,
AADRI OMAR,50000.0,credit.fr,7.3,Clos,407750371,14/06/2018,amortizing,monthly,C,
IRISOLAR 9,330000.0,lendopolis,6.0,Clos,752343749,25/06/2018,bullet,quarterly,A,
Farmahealth S.N.C.,500000.0,lendix,6.2,Clos,05885201219,14/06/2018,amortizing,monthly,B,
MANUMA,150000.0,credit.fr,7.2,Clos,433855574,14/06/2018,amortizing,monthly,B,
CONERSOL,100013.0,pretup,8.5,Clos,518750294,13/06/2018,amortizing,monthly,C,
Editions 21,50000.0,lendopolis,6.0,Clos,431399997,11/06/2018,amortizing,monthly,A,
VALOREM,700000.0,lendosphere,0.0,Clos,,02/06/2023,amortizing,monthly,0,
Habitat Parisien Invest,600000.0,wesharebonds,5.0,Clos,834369050,10/06/2018,bullet,monthly,B,
Construcciones Reformas y Fachadas Condal,200000.0,lendix,6.55,Clos,B64756208,15/06/2018,amortizing,monthly,B,
GLOCAL DIFFUSION,92700.0,credit.fr,6.2,Clos,509555702,07/06/2018,amortizing,monthly,B,
MMS Meteor Mobile Solutions,50000.0,lendix,5.5,Clos,03600610277,06/06/2018,amortizing,monthly,B,
ABH PARTNERS,100000.0,credit.fr,5.6,Clos,532794856,08/06/2018,amortizing,monthly,B+,
HAPPY EVEIL,50004.0,pretup,8.5,Clos,818234825,04/06/2018,amortizing,monthly,C,
Prodware SA,3600000.0,lendix,3.6,Clos,352335962,31/05/2018,amortizing,monthly,A,
Entreprise de Second Oeuvre,100000.0,bolden,5.9,Clos,798282091,17/06/2018,amortizing,monthly,A,
AX2LAN,30000.0,credit.fr,6.7,Clos,801982851,08/06/2018,amortizing,monthly,B,
Bolden Specialty Finance - 4,354345.0,bolden,0.0,Clos,,30/05/2018,amortizing,monthly,A,
EDITION UN AUTRE REG'ART,12000.0,pretup,8.5,Clos,500796974,29/05/2018,amortizing,monthly,C,
NVP #02,550000.0,lendix,6.1,Clos,02916630839,30/05/2018,amortizing,monthly,B,
Reprise d'un bar-glacier à Pézenas,22000.0,lesentrepreteurs,9.0,Clos,533706420,16/06/2018,amortizing,monthly,D,
Ideal Formation - 2,100000.0,bolden,6.5,Clos,394906192,22/06/2018,amortizing,monthly,B,
LBL CONSULTING,220000.0,credit.fr,5.6,Clos,507942332,28/05/2018,amortizing,monthly,B+,
Renforcement capacités de production A.F.L. Fermetures,50000.0,lesentrepreteurs,9.0,Clos,529096794,15/06/2018,amortizing,monthly,D,
Editions 21,50000.0,lendopolis,6.0,Clos,431399997,24/05/2018,amortizing,monthly,A,
HERMES TECHONOLOGIES,75000.0,credit.fr,6.7,Clos,442186334,23/05/2018,amortizing,monthly,B,
Industrie / mécanique - Meyzieu,250000.0,unilend,6.6,Clos,330632365,08/06/2018,amortizing,monthly,4,
EDPR,80000.0,lendosphere,0.0,Clos,797610730,31/08/2018,amortizing,quarterly,0,
SAI NUTRITION,100000.0,credit.fr,8.3,Clos,403856818,22/05/2018,amortizing,monthly,C,
DEBOSSELAGE SANS PEINTURE 31,40000.0,credit.fr,6.7,Clos,793338559,22/05/2018,amortizing,monthly,B,
Au coin du feu II,10000.0,prexem,7.3,clos,538202482,18/05/2018,amortizing,monthly,B,
OERTHEL JEAN MARC,20000.0,credit.fr,7.8,Clos,499361921,18/05/2018,amortizing,monthly,C,
BRICO SERVICE DU QUEYRON,26000.0,pretup,8.5,Clos,819699935,16/05/2018,amortizing,monthly,C,
REVETEMENTS SUPERFICIELS NORMANDS,50000.0,credit.fr,6.7,Clos,522454693,16/05/2018,amortizing,monthly,B,
Langa en Meuse,300000.0,enerfip,6.0,Clos,504613159,19/07/2018,bullet,biannual,,
Beka Transport,150000.0,wesharebonds,6.0,Clos,498492461,14/05/2018,amortizing,monthly,C,
Mondo Verde Casa e Giardino,300000.0,lendix,7.5,Clos,04247470489,14/05/2018,amortizing,monthly,C,
Groupe WS,55000.0,bolden,7.0,Clos,819552381,25/05/2018,amortizing,monthly,B,
Tera,65000.0,lendopolis,8.25,Clos,751218793,09/05/2018,amortizing,monthly,B,
CULTIVAL,200000.0,credit.fr,6.7,Clos,429945447,09/05/2018,amortizing,monthly,B,
Aménagement d'un espace snack,25000.0,lesentrepreteurs,9.0,Clos,518660188,21/05/2018,amortizing,monthly,D,
SARL PERRON,20000.0,credit.fr,7.8,Clos,381657139,11/05/2018,amortizing,monthly,C,
SOLEILLANS,100000.0,pretup,8.5,Clos,794574277,26/05/2018,amortizing,monthly,C,
HEMMER ET LAGARDE,110000.0,pretup,7.0,Clos,384351821,02/06/2018,amortizing,monthly,B,
Latitudes 23,80000.0,bolden,6.3,Clos,532834678,28/05/2018,amortizing,monthly,B,
Guide du prêteur galactique III,120000.0,prexem,6.2,clos,488181348,07/05/2018,amortizing,monthly,A,
Solvionic #2,31500.0,lendix,4.8,Clos,448566182,04/05/2018,amortizing,monthly,B,
FRANCE CACAO SARL,100000.0,credit.fr,7.2,Clos,439296187,30/04/2018,amortizing,monthly,B,
Regourd Aviation #4,2060000.0,lendix,4.5,Clos,309446276,30/04/2018,delayed,monthly,B,
Arcesi Occitanie #2,260000.0,lendix,4.45,Clos,791974462,30/04/2018,amortizing,monthly,B+,
Rénovation de bureaux situés rue Braque à Paris,40000.0,lesentrepreteurs,7.0,Clos,822344594,21/05/2018,amortizing,monthly,D,
LOCAVAC,50000.0,pretup,7.0,Clos,790023667,28/04/2018,amortizing,monthly,B,
Ouverture d'un nouvel établissement à Nîmes,50000.0,lesentrepreteurs,8.5,Clos,490194248,21/05/2018,amortizing,monthly,D,
Bolden Specialty Finance - 3,561969.0,bolden,0.0,Clos,,26/04/2018,amortizing,monthly,A,
Jade 1,40000.0,bolden,7.0,Clos,822925301,30/04/2018,amortizing,monthly,B,
U3,21000.0,credit.fr,5.1,Clos,448699090,26/04/2018,amortizing,monthly,B+,
MERIM SERVICES,200000.0,credit.fr,6.8,Clos,421708504,26/04/2018,amortizing,monthly,C,
BTP / construction - Sallertaine,100000.0,unilend,6.3,Clos,479415325,30/04/2018,amortizing,monthly,,
My Webspot,140000.0,bolden,8.3,Clos,805113156,25/05/2018,amortizing,monthly,D,
Ariostea M.H.S.,750000.0,lendix,5.8,Clos,03379350980,26/04/2018,amortizing,monthly,B,
Inks #2,147000.0,lendix,5.5,Clos,504454463,25/04/2018,amortizing,monthly,B,
NUCLEOSUN,350000.0,lendosphere,7.0,Clos,537413700,07/06/2018,amortizing,annual,0,
BEKA TRANSPORT,40500.0,credit.fr,5.6,Clos,498492461,24/04/2018,amortizing,monthly,B+,
Jamones Arroyo,500000.0,lendix,6.0,Clos,B13018924,30/04/2018,amortizing,monthly,B,
COMMUNE DE MALAUNAY,50000.0,lendosphere,2.25,Clos,217604024,26/06/2018,amortizing,annual,0,
CPS,1050000.0,lendix,5.9,Clos,480012277,23/04/2018,amortizing,monthly,B,
Travaux de rénovation pour l'ouverture d'un showroom parisien,60000.0,lesentrepreteurs,7.0,Clos,822344594,21/05/2018,amortizing,monthly,B,
RS CYCLES,11009.0,pretup,8.5,Clos,528145758,18/04/2018,amortizing,monthly,C,
L.F. IMPORT,100000.0,pretup,8.5,Clos,321439440,28/04/2018,amortizing,monthly,C,
Bold,120000.0,bolden,5.8,Clos,835143751,10/05/2018,amortizing,monthly,A,
isahit,100000.0,solylend,6.0,Clos,812570604,10/05/2018,amortizing,monthly,,
CAMPING LES CHENES,20000.0,credit.fr,7.3,Clos,394768758,18/04/2018,amortizing,monthly,C,
TRIOPTIQUAL,25000.0,credit.fr,5.7,Clos,808321038,18/04/2018,amortizing,monthly,B,
Kidz Global - 2,154000.0,bolden,6.9,Clos,528421936,17/05/2018,amortizing,monthly,B,
Valorem,59050.0,lendosphere,0.0,Clos,395388739,12/06/2018,amortizing,quarterly,,
CG CONSULTING,30000.0,credit.fr,7.3,Clos,751544099,18/04/2018,amortizing,monthly,C,
Tenergie,30000.0,lendosphere,5.5,Clos,528774078,10/08/2018,bullet,biannual,0,
TENERGIE PHOENIX 2,50000.0,lendosphere,5.5,Clos,528774078,30/07/2018,bullet,biannual,0,
Immochan,36300.0,lendopolis,4.5,Clos,428803746,16/04/2018,amortizing,monthly,A,
Tempobac Restoleil,1557000.0,lendix,6.0,Clos,340318245,17/04/2018,amortizing,monthly,B,
EURL LE PRIMEUR PALAVASIEN,40000.0,credit.fr,6.7,Clos,479295834,13/04/2018,amortizing,monthly,B,
Work & Sleep,90000.0,prexem,7.0,clos,819552381,27/04/2018,amortizing,monthly,B+,
Merci Jérôme Développement,100000.0,lendopolis,6.75,Clos,521788380,13/04/2018,amortizing,monthly,B,
Informatique et télécommunications                                 - Draguignan,120000.0,unilend,6.3,Clos,508356730,14/04/2018,amortizing,monthly,,
INVEST,35000.0,pretup,8.5,Clos,799160775,12/04/2018,amortizing,monthly,C,
Jacques & Demeter,55000.0,bolden,6.9,Clos,534281514,19/04/2018,amortizing,monthly,B,
Oracom,80000.0,lendopolis,5.25,Clos,397522657,02/05/2018,amortizing,monthly,A,
Eco Apex 4,400000.0,lendopolis,6.0,Clos,828242115,15/05/2018,amortizing,monthly,A,
VELOCITA ENERGIES,100000.0,lendosphere,5.0,Clos,795154418,25/05/2018,amortizing,biannual,,
La Manufacture Paris,104000.0,lendix,6.2,Clos,534572193,11/04/2018,amortizing,monthly,C,
QUATR'AS,50000.0,credit.fr,6.1,Clos,795134766,11/04/2018,amortizing,monthly,B+,
The Architectes - 2,40000.0,bolden,7.0,Clos,518645155,10/04/2018,amortizing,monthly,B,
Stock 1er Grands Crus Classés – 2 millésimes,40000.0,lesentrepreteurs,5.5,Clos,833799042,16/05/2018,bullet,monthly,A,
Stock de champagnes prestigieux,30000.0,lesentrepreteurs,4.5,Clos,833799042,16/05/2018,bullet,monthly,A,
Stock de vins prestigieux Vallée du Rhône,50000.0,lesentrepreteurs,5.0,Clos,833799042,16/05/2018,bullet,monthly,A,
Stock de vins prestigieux de Bourgogne,60000.0,lesentrepreteurs,4.5,Clos,833799042,16/05/2018,bullet,monthly,A,
Stock de vins prestigieux de Bordeaux,60000.0,lesentrepreteurs,5.0,Clos,833799042,16/05/2018,bullet,monthly,A,
Stock 1er Grands Crus Classés – 3 millésimes,60000.0,lesentrepreteurs,5.5,Clos,833799042,16/05/2018,bullet,monthly,A,
Intercard,55000.0,lendix,3.5,Clos,450257290,09/04/2018,amortizing,monthly,A,
QUINTESSENSE,20000.0,credit.fr,7.8,Clos,533175964,09/04/2018,amortizing,monthly,C,
Le Black Jack,20000.0,prexem,6.7,clos,799866793,06/04/2018,amortizing,monthly,B+,
Aussac-Vadalle,150000.0,enerfip,6.0,Clos,824538912,17/05/2018,bullet,biannual,,
Velocita Energies,2200000.0,lendosphere,5.5,Clos,795154418,18/07/2018,amortizing,biannual,,
L3M,85000.0,credit.fr,5.6,Clos,533026951,06/04/2018,amortizing,monthly,B+,
LA GANGEOISE DU SPORT,154500.0,credit.fr,7.2,Clos,438318651,05/04/2018,amortizing,monthly,B,
Exfilo - 3,100000.0,bolden,6.9,Clos,530160795,26/04/2018,amortizing,monthly,B,
Samedivin - 3,130000.0,bolden,6.1,Clos,515164705,26/04/2018,amortizing,monthly,B,
Limsa Corpo SL,300000.0,lendix,5.5,Clos,B58477886,30/03/2018,amortizing,monthly,B,
Courtway,45000.0,lendopolis,9.5,Clos,830678017,28/03/2018,amortizing,monthly,B,
TOULOUSE FINANCEMENT IMMOBILIER,40000.0,credit.fr,6.1,Clos,753122746,28/03/2018,amortizing,monthly,B+,
Digital Progress,40000.0,lendix,5.95,Clos,478807209,29/03/2018,amortizing,monthly,C,
FIDUCIL,20000.0,credit.fr,6.7,Clos,481964526,28/03/2018,amortizing,monthly,B,
URBADOC,30000.0,credit.fr,6.2,Clos,483723722,27/03/2018,amortizing,monthly,B,
PANDELON GERALD,30001.0,pretup,8.5,Clos,488563636,23/03/2018,amortizing,monthly,C,
SuperBeton,1100000.0,lendix,4.6,Clos,01848280267,26/03/2018,amortizing,monthly,B+,
MINA EL AGAYBI,100000.0,credit.fr,7.8,Clos,792208845,22/03/2018,amortizing,monthly,C,
Oreade Breche,150000.0,bolden,7.2,Clos,385117023,10/04/2018,amortizing,monthly,C,
Bolden Specialty Finance - 2,1576080.0,bolden,0.0,Clos,,21/03/2018,amortizing,monthly,A,
SARL GECO,23000.0,credit.fr,7.8,Clos,503538324,20/03/2018,amortizing,monthly,C,
C&F Immobilier,18000.0,lendopolis,9.5,Clos,834379943,19/03/2018,amortizing,monthly,B,
Kartogroup,1500000.0,lendix,6.5,Clos,B09249087,28/03/2018,amortizing,monthly,B,
Qee #2,89000.0,lendix,5.0,Clos,494842305,19/03/2018,amortizing,monthly,B,
Program di Autonoleggio Fiorentino,2100000.0,lendix,5.5,Clos,04435420486,20/03/2018,amortizing,monthly,B,
DOCTEUR FAUROUX LAURENT ET ASSOCIES,25000.0,credit.fr,7.3,Clos,435263033,16/03/2018,amortizing,monthly,C,
Eilegra,358000.0,lendix,5.7,Clos,808994966,15/03/2018,amortizing,monthly,B+,
Ouverture agence LowCostRent à Lille,50000.0,lesentrepreteurs,8.5,Clos,534735386,16/04/2018,amortizing,monthly,D,
Merci Jérôme Développement,200000.0,lendopolis,6.75,Clos,521788380,27/03/2018,amortizing,monthly,B,
Autolagon - 2,110000.0,bolden,9.0,Clos,795056035,30/03/2018,amortizing,monthly,D,
Let's Invest BD,467000.0,lendix,5.6,Clos,832334767,19/03/2018,amortizing,monthly,B+,
Développement de l'offre personnes à mobilité réduite,50000.0,lesentrepreteurs,7.5,Clos,305362790,16/04/2018,amortizing,monthly,D,
Sertac,500000.0,wesharebonds,6.5,Clos,450193255,12/03/2018,amortizing,monthly,,
H2air,144060.0,lendosphere,0.0,Clos,502009061,24/05/2018,amortizing,quarterly,0,
PHARMACIE DU VAL DE LOIRE,50000.0,credit.fr,5.6,Clos,483467171,12/03/2018,amortizing,monthly,B+,
Cofle,500000.0,lendix,5.8,Clos,05086630158,13/03/2018,amortizing,monthly,B+,
Marseille Technic Communication,100000.0,lendix,5.45,Clos,410295117,12/03/2018,amortizing,monthly,B,
COLORE DIEM,25011.0,pretup,8.5,Clos,444986368,09/03/2018,amortizing,monthly,C,
Sarl Inks,52000.0,lendix,5.5,Clos,504454463,09/03/2018,amortizing,monthly,B,
Les Martys,60000.0,enerfip,6.0,Clos,835190026,16/04/2018,bullet,annual,,
Monticello Business,364000.0,lendix,6.2,Clos,789856200,07/03/2018,amortizing,monthly,C,
SARL LES GRANDS OPTICIENS,70000.0,pretup,8.5,Clos,520834110,14/03/2018,amortizing,monthly,C,
Cybele Solutions,30000.0,lendopolis,8.25,Clos,489916635,01/03/2018,amortizing,monthly,C,
Oursel-Maison,300000.0,enerfip,5.0,Clos,795106517,10/05/2018,bullet,quarterly,,
Hoa Nam,104000.0,lendix,6.5,Clos,322325184,01/03/2018,amortizing,monthly,C,
VAUBECOUR,20000.0,credit.fr,7.8,Clos,531020063,05/03/2018,amortizing,monthly,C,
HORIZONS HEUREUX,500000.0,credit.fr,6.1,Clos,434373890,05/03/2018,amortizing,monthly,B+,
Rénovation bar tabac presse Tourcoing,45000.0,lesentrepreteurs,8.0,Clos,478440928,31/03/2018,amortizing,monthly,D,
Familybox,900000.0,lendix,5.9,Clos,B88023742,28/02/2018,amortizing,monthly,B+,
Bollène,320000.0,enerfip,6.0,Clos,815407374,27/03/2018,bullet,annual,,
PROMATTEX,100000.0,credit.fr,5.6,Clos,408484913,28/02/2018,amortizing,monthly,B+,
WIZI CREATION,200000.0,credit.fr,7.2,Clos,790049787,28/02/2018,amortizing,monthly,B,
ADPREMIER,125000.0,lendix,5.6,Clos,800083446,26/02/2018,amortizing,monthly,B,
Aménagement nouveaux locaux AEC-BET 2,28000.0,lesentrepreteurs,7.5,Clos,510555907,31/03/2018,amortizing,monthly,D,
Askia,150000.0,bolden,6.9,Clos,398856369,23/03/2018,amortizing,monthly,B,
Bolden Specialty Finance - 1,1577253.0,bolden,0.0,Clos,,23/02/2018,amortizing,monthly,A,
PhoneDroid - 2,100000.0,bolden,7.6,Clos,530898253,28/02/2018,amortizing,monthly,C,
INTERNATIONAL MECHANICAL SUPPLY,50000.0,credit.fr,6.8,Clos,419455340,26/02/2018,amortizing,monthly,C,
URBASOLAR,919400.0,lendosphere,0.0,Clos,,16/05/2018,amortizing,monthly,0,
BHL DETENTE ET PRESTIGE,80000.0,pretup,8.5,Clos,750409583,26/02/2018,amortizing,monthly,C,
La Tour Blanche,50000.0,enerfip,4.4,Clos,395388739,18/05/2018,amortizing,quarterly,,
Hôtellerie - Guillac,10000.0,unilend,7.8,Clos,753021799,23/02/2018,amortizing,monthly,3,
Financement de la croissance Régionale Express,25000.0,lesentrepreteurs,9.0,Clos,528656358,20/03/2018,amortizing,monthly,D,
Terralia Immobilier,250000.0,lendopolis,9.5,Clos,491469151,24/02/2018,bullet,monthly,C,
Pharmacie des Grands Hommes,1215000.0,lendix,5.6,Clos,539429639,21/02/2018,amortizing,monthly,B+,
Sermaco Levante,400000.0,lendix,7.0,Clos,B30587273,23/02/2018,amortizing,monthly,C,
ndoohabitat,30000.0,solylend,4.0,Clos,823 009 220,23/02/2018,amortizing,monthly,,
PRP Création,100000.0,lendopolis,6.75,Clos,304249352,18/02/2018,amortizing,monthly,B,
HOB France Services,30004.0,pretup,8.5,Clos,798507026,17/02/2018,amortizing,monthly,C,
ACROTIR DEVELOPPEMENT,30006.0,pretup,8.5,Clos,802287417,16/02/2018,amortizing,monthly,C,
BENNES SERVICES,150000.0,credit.fr,6.1,Clos,353054471,19/02/2018,amortizing,monthly,B+,
Plus blanc que blanc,20000.0,prexem,8.1,clos,534491196,16/02/2018,amortizing,monthly,B,
Côte des Vauzelles,60000.0,enerfip,6.0,Clos,423379338,31/03/2018,amortizing,quarterly,,
Tomas Arrieta,300000.0,lendix,6.0,Clos,B50341171,21/02/2018,amortizing,monthly,B,
V.I.D.A OPTIQUE,104000.0,credit.fr,5.0,Clos,498579234,16/02/2018,amortizing,monthly,A,
Commerce de proximité hors alimentaire - Sainte-Tulle,10000.0,unilend,6.3,Clos,534448972,15/02/2018,amortizing,monthly,3,
Mengozzi,500000.0,lendix,4.45,Clos,00722020401,14/02/2018,amortizing,monthly,A,
SEINE COURTAGE,25000.0,pretup,8.5,Clos,517561353,12/02/2018,amortizing,monthly,C,
Optomed,150000.0,investbook,7.5,Clos,387619307,31/01/2018,amortizing,monthly,,
Développement d'une nouvelle gamme de thé,50000.0,lesentrepreteurs,8.0,Clos,798730560,16/03/2018,amortizing,monthly,D,
Médical et paramédical - Nice,50000.0,unilend,6.3,Clos,434090270,14/02/2018,amortizing,monthly,3.5,
BRASSERIE COTE PLAGE,20000.0,credit.fr,6.8,Clos,320474695,12/02/2018,amortizing,monthly,C,
Chambriard Construction 2 #2,1660000.0,lendix,5.5,Clos,834044794,05/02/2018,amortizing,monthly,B+,
MONSIEUR TOMMY JUMELLE,33013.0,pretup,8.5,Clos,431330869,05/02/2018,amortizing,monthly,C,
ARCHITECTES ASSOCIES.COM,83000.0,lendix,4.5,Clos,443318118,05/02/2018,amortizing,monthly,B+,
SAS COULEUR SUD,20000.0,credit.fr,7.2,Clos,512585514,07/02/2018,amortizing,monthly,B,
CELUGA,103000.0,credit.fr,5.1,Clos,430068940,08/02/2018,amortizing,monthly,B+,
"Service, conseil et assurances - Marseille",150000.0,unilend,6.3,Clos,752024554,13/02/2018,amortizing,monthly,3,
AU PAIN D'ANTAN,90000.0,credit.fr,6.1,Clos,429181613,05/02/2018,amortizing,monthly,B+,
Médical et paramédical - Maureilhan,15000.0,unilend,5.8,Clos,503505018,03/02/2018,amortizing,monthly,"3,5",
A LA BOULE DE PAIN,20000.0,credit.fr,5.1,Clos,394067599,02/02/2018,amortizing,monthly,B+,
S.MOTOS,30000.0,credit.fr,7.3,Clos,417697547,01/02/2018,amortizing,monthly,C,
INNOVENT,550000.0,lendosphere,0.0,Clos,435362710,07/05/2018,bullet,annual,0,
Palomar #2,650000.0,lendix,6.05,Clos,01091260529,31/01/2018,amortizing,monthly,B+,
SERV TECHN PROFESS DE MARQUES,41000.0,credit.fr,6.7,Clos,334556107,30/01/2018,amortizing,monthly,B,
AOC Médoc,15000.0,prexem,6.4,clos,505320689,26/01/2018,amortizing,monthly,B+,
Sery Patrick,80000.0,pretup,8.5,Clos,353025307,26/01/2018,amortizing,monthly,C,
MONSIEUR PASCAL BOUTELDJA,11011.0,pretup,8.5,Clos,414644708,25/01/2018,amortizing,monthly,B,
IRISOLARIS,250000.0,lendopolis,6.0,Clos,510375835,19/02/2018,amortizing,monthly,A,
OENOTROPIE,50000.0,credit.fr,7.3,Clos,479666794,23/01/2018,amortizing,monthly,C,
AQUICARDIA,35000.0,pretup,8.5,Clos,502600109,22/01/2018,amortizing,monthly,C,
Les Jardins de Flore,260000.0,lendix,3.5,Clos,344913520,22/01/2018,amortizing,monthly,A,
Médical et paramédical - Noeux-les-Mines,30000.0,unilend,4.0,Clos,488771593,22/01/2018,amortizing,monthly,4,
IFC Conseils,40116.0,pretup,8.5,Clos,523571024,19/01/2018,amortizing,monthly,C,
SASU ABIS INDUSTRIE,100000.0,pretup,8.5,Clos,792811804,21/01/2018,amortizing,monthly,C,
ABP BEAUMONT,65000.0,credit.fr,7.2,Clos,534309455,22/01/2018,amortizing,monthly,B,
Progress,100000.0,lendopolis,6.25,Clos,407705755,27/01/2018,amortizing,monthly,,
ARNAU ET FILS,20000.0,credit.fr,7.8,Clos,402840193,22/01/2018,amortizing,monthly,C,
OPTION INTERIM MOLIERE,50000.0,credit.fr,6.7,Clos,800829681,18/01/2018,amortizing,monthly,B,
EARTHLY SUPPLY COMPANY,50002.0,pretup,8.5,Clos,492917893,17/01/2018,amortizing,monthly,C,
